facility_code,facility_name,lga,report_month,report_quarter,indicator_code,indicator_name,domain,numerator,denominator,indicator_value,unit,target_value,direction,met_target,gap_vs_target
PHC-001,Gwagwalada PHC,Gwagwalada,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,0.0,24.0,0.0,percent,10,lower_is_better,True,10.0
PHC-001,Gwagwalada PHC,Gwagwalada,2025-07,2025-Q3,DROP,Immunisation dropout rate,Child health,2.0,25.0,8.0,percent,10,lower_is_better,True,2.0
PHC-001,Gwagwalada PHC,Gwagwalada,2025-08,2025-Q3,DROP,Immunisation dropout rate,Child health,3.0,22.0,13.6,percent,10,lower_is_better,False,-3.6
PHC-001,Gwagwalada PHC,Gwagwalada,2025-09,2025-Q3,DROP,Immunisation dropout rate,Child health,1.0,22.0,4.5,percent,10,lower_is_better,True,5.5
PHC-001,Gwagwalada PHC,Gwagwalada,2025-10,2025-Q4,DROP,Immunisation dropout rate,Child health,2.0,24.0,8.3,percent,10,lower_is_better,True,1.7
PHC-001,Gwagwalada PHC,Gwagwalada,2025-11,2025-Q4,DROP,Immunisation dropout rate,Child health,2.0,27.0,7.4,percent,10,lower_is_better,True,2.6
PHC-001,Gwagwalada PHC,Gwagwalada,2025-12,2025-Q4,DROP,Immunisation dropout rate,Child health,1.0,23.0,4.3,percent,10,lower_is_better,True,5.7
PHC-001,Gwagwalada PHC,Gwagwalada,2026-01,2026-Q1,DROP,Immunisation dropout rate,Child health,0.0,26.0,0.0,percent,10,lower_is_better,True,10.0
PHC-001,Gwagwalada PHC,Gwagwalada,2026-02,2026-Q1,DROP,Immunisation dropout rate,Child health,0.0,31.0,0.0,percent,10,lower_is_better,True,10.0
PHC-001,Gwagwalada PHC,Gwagwalada,2026-03,2026-Q1,DROP,Immunisation dropout rate,Child health,0.0,29.0,0.0,percent,10,lower_is_better,True,10.0
PHC-001,Gwagwalada PHC,Gwagwalada,2026-04,2026-Q2,DROP,Immunisation dropout rate,Child health,3.0,28.0,10.7,percent,10,lower_is_better,False,-0.7
PHC-001,Gwagwalada PHC,Gwagwalada,2026-05,2026-Q2,DROP,Immunisation dropout rate,Child health,0.0,24.0,0.0,percent,10,lower_is_better,True,10.0
PHC-001,Gwagwalada PHC,Gwagwalada,2026-06,2026-Q2,DROP,Immunisation dropout rate,Child health,0.0,32.0,0.0,percent,10,lower_is_better,True,10.0
PHC-002,Dobi PHC,Gwagwalada,2024-07,2024-Q3,DROP,Immunisation dropout rate,Child health,2.0,9.0,22.2,percent,10,lower_is_better,False,-12.2
PHC-002,Dobi PHC,Gwagwalada,2024-08,2024-Q3,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2024-09,2024-Q3,DROP,Immunisation dropout rate,Child health,5.0,12.0,41.7,percent,10,lower_is_better,False,-31.7
PHC-002,Dobi PHC,Gwagwalada,2024-10,2024-Q4,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2024-11,2024-Q4,DROP,Immunisation dropout rate,Child health,3.0,11.0,27.3,percent,10,lower_is_better,False,-17.3
PHC-002,Dobi PHC,Gwagwalada,2024-12,2024-Q4,DROP,Immunisation dropout rate,Child health,3.0,12.0,25.0,percent,10,lower_is_better,False,-15.0
PHC-002,Dobi PHC,Gwagwalada,2025-01,2025-Q1,DROP,Immunisation dropout rate,Child health,3.0,11.0,27.3,percent,10,lower_is_better,False,-17.3
PHC-002,Dobi PHC,Gwagwalada,2025-02,2025-Q1,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2025-03,2025-Q1,DROP,Immunisation dropout rate,Child health,6.0,13.0,46.2,percent,10,lower_is_better,False,-36.2
PHC-002,Dobi PHC,Gwagwalada,2025-04,2025-Q2,DROP,Immunisation dropout rate,Child health,4.0,10.0,40.0,percent,10,lower_is_better,False,-30.0
PHC-002,Dobi PHC,Gwagwalada,2025-05,2025-Q2,DROP,Immunisation dropout rate,Child health,4.0,10.0,40.0,percent,10,lower_is_better,False,-30.0
PHC-002,Dobi PHC,Gwagwalada,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,4.0,11.0,36.4,percent,10,lower_is_better,False,-26.4
PHC-002,Dobi PHC,Gwagwalada,2025-07,2025-Q3,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2025-08,2025-Q3,DROP,Immunisation dropout rate,Child health,4.0,11.0,36.4,percent,10,lower_is_better,False,-26.4
PHC-002,Dobi PHC,Gwagwalada,2025-09,2025-Q3,DROP,Immunisation dropout rate,Child health,4.0,11.0,36.4,percent,10,lower_is_better,False,-26.4
PHC-002,Dobi PHC,Gwagwalada,2025-10,2025-Q4,DROP,Immunisation dropout rate,Child health,4.0,10.0,40.0,percent,10,lower_is_better,False,-30.0
PHC-002,Dobi PHC,Gwagwalada,2025-11,2025-Q4,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2025-12,2025-Q4,DROP,Immunisation dropout rate,Child health,5.0,13.0,38.5,percent,10,lower_is_better,False,-28.5
PHC-002,Dobi PHC,Gwagwalada,2026-01,2026-Q1,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2026-02,2026-Q1,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2026-03,2026-Q1,DROP,Immunisation dropout rate,Child health,5.0,12.0,41.7,percent,10,lower_is_better,False,-31.7
PHC-002,Dobi PHC,Gwagwalada,2026-04,2026-Q2,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2026-05,2026-Q2,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-002,Dobi PHC,Gwagwalada,2026-06,2026-Q2,DROP,Immunisation dropout rate,Child health,4.0,10.0,40.0,percent,10,lower_is_better,False,-30.0
PHC-003,Zuba PHC,Gwagwalada,2024-07,2024-Q3,DROP,Immunisation dropout rate,Child health,2.0,18.0,11.1,percent,10,lower_is_better,False,-1.1
PHC-003,Zuba PHC,Gwagwalada,2024-08,2024-Q3,DROP,Immunisation dropout rate,Child health,1.0,14.0,7.1,percent,10,lower_is_better,True,2.9
PHC-003,Zuba PHC,Gwagwalada,2024-09,2024-Q3,DROP,Immunisation dropout rate,Child health,2.0,16.0,12.5,percent,10,lower_is_better,False,-2.5
PHC-003,Zuba PHC,Gwagwalada,2024-10,2024-Q4,DROP,Immunisation dropout rate,Child health,2.0,17.0,11.8,percent,10,lower_is_better,False,-1.8
PHC-003,Zuba PHC,Gwagwalada,2024-11,2024-Q4,DROP,Immunisation dropout rate,Child health,1.0,17.0,5.9,percent,10,lower_is_better,True,4.1
PHC-003,Zuba PHC,Gwagwalada,2024-12,2024-Q4,DROP,Immunisation dropout rate,Child health,1.0,20.0,5.0,percent,10,lower_is_better,True,5.0
PHC-003,Zuba PHC,Gwagwalada,2025-01,2025-Q1,DROP,Immunisation dropout rate,Child health,2.0,18.0,11.1,percent,10,lower_is_better,False,-1.1
PHC-003,Zuba PHC,Gwagwalada,2025-02,2025-Q1,DROP,Immunisation dropout rate,Child health,2.0,19.0,10.5,percent,10,lower_is_better,False,-0.5
PHC-003,Zuba PHC,Gwagwalada,2025-03,2025-Q1,DROP,Immunisation dropout rate,Child health,2.0,21.0,9.5,percent,10,lower_is_better,True,0.5
PHC-003,Zuba PHC,Gwagwalada,2025-04,2025-Q2,DROP,Immunisation dropout rate,Child health,1.0,18.0,5.6,percent,10,lower_is_better,True,4.4
PHC-003,Zuba PHC,Gwagwalada,2025-05,2025-Q2,DROP,Immunisation dropout rate,Child health,1.0,18.0,5.6,percent,10,lower_is_better,True,4.4
PHC-003,Zuba PHC,Gwagwalada,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,1.0,15.0,6.7,percent,10,lower_is_better,True,3.3
PHC-003,Zuba PHC,Gwagwalada,2025-07,2025-Q3,DROP,Immunisation dropout rate,Child health,0.0,16.0,0.0,percent,10,lower_is_better,True,10.0
PHC-003,Zuba PHC,Gwagwalada,2025-08,2025-Q3,DROP,Immunisation dropout rate,Child health,0.0,17.0,0.0,percent,10,lower_is_better,True,10.0
PHC-003,Zuba PHC,Gwagwalada,2025-09,2025-Q3,DROP,Immunisation dropout rate,Child health,0.0,16.0,0.0,percent,10,lower_is_better,True,10.0
PHC-003,Zuba PHC,Gwagwalada,2025-10,2025-Q4,DROP,Immunisation dropout rate,Child health,0.0,15.0,0.0,percent,10,lower_is_better,True,10.0
PHC-003,Zuba PHC,Gwagwalada,2025-11,2025-Q4,DROP,Immunisation dropout rate,Child health,0.0,17.0,0.0,percent,10,lower_is_better,True,10.0
PHC-003,Zuba PHC,Gwagwalada,2025-12,2025-Q4,DROP,Immunisation dropout rate,Child health,0.0,19.0,0.0,percent,10,lower_is_better,True,10.0
PHC-003,Zuba PHC,Gwagwalada,2026-01,2026-Q1,DROP,Immunisation dropout rate,Child health,3.0,21.0,14.3,percent,10,lower_is_better,False,-4.3
PHC-003,Zuba PHC,Gwagwalada,2026-02,2026-Q1,DROP,Immunisation dropout rate,Child health,1.0,19.0,5.3,percent,10,lower_is_better,True,4.7
PHC-003,Zuba PHC,Gwagwalada,2026-03,2026-Q1,DROP,Immunisation dropout rate,Child health,1.0,18.0,5.6,percent,10,lower_is_better,True,4.4
PHC-003,Zuba PHC,Gwagwalada,2026-04,2026-Q2,DROP,Immunisation dropout rate,Child health,1.0,22.0,4.5,percent,10,lower_is_better,True,5.5
PHC-003,Zuba PHC,Gwagwalada,2026-05,2026-Q2,DROP,Immunisation dropout rate,Child health,2.0,15.0,13.3,percent,10,lower_is_better,False,-3.3
PHC-003,Zuba PHC,Gwagwalada,2026-06,2026-Q2,DROP,Immunisation dropout rate,Child health,1.0,16.0,6.3,percent,10,lower_is_better,True,3.7
PHC-005,Kuje PHC,Kuje,2024-07,2024-Q3,DROP,Immunisation dropout rate,Child health,4.0,13.0,30.8,percent,10,lower_is_better,False,-20.8
PHC-005,Kuje PHC,Kuje,2024-08,2024-Q3,DROP,Immunisation dropout rate,Child health,4.0,11.0,36.4,percent,10,lower_is_better,False,-26.4
PHC-005,Kuje PHC,Kuje,2024-09,2024-Q3,DROP,Immunisation dropout rate,Child health,4.0,13.0,30.8,percent,10,lower_is_better,False,-20.8
PHC-005,Kuje PHC,Kuje,2024-10,2024-Q4,DROP,Immunisation dropout rate,Child health,3.0,13.0,23.1,percent,10,lower_is_better,False,-13.1
PHC-005,Kuje PHC,Kuje,2024-11,2024-Q4,DROP,Immunisation dropout rate,Child health,5.0,13.0,38.5,percent,10,lower_is_better,False,-28.5
PHC-005,Kuje PHC,Kuje,2024-12,2024-Q4,DROP,Immunisation dropout rate,Child health,4.0,15.0,26.7,percent,10,lower_is_better,False,-16.7
PHC-005,Kuje PHC,Kuje,2025-01,2025-Q1,DROP,Immunisation dropout rate,Child health,4.0,15.0,26.7,percent,10,lower_is_better,False,-16.7
PHC-005,Kuje PHC,Kuje,2025-02,2025-Q1,DROP,Immunisation dropout rate,Child health,5.0,15.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-005,Kuje PHC,Kuje,2025-03,2025-Q1,DROP,Immunisation dropout rate,Child health,4.0,13.0,30.8,percent,10,lower_is_better,False,-20.8
PHC-005,Kuje PHC,Kuje,2025-04,2025-Q2,DROP,Immunisation dropout rate,Child health,4.0,13.0,30.8,percent,10,lower_is_better,False,-20.8
PHC-005,Kuje PHC,Kuje,2025-05,2025-Q2,DROP,Immunisation dropout rate,Child health,4.0,16.0,25.0,percent,10,lower_is_better,False,-15.0
PHC-005,Kuje PHC,Kuje,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,5.0,15.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-005,Kuje PHC,Kuje,2025-07,2025-Q3,DROP,Immunisation dropout rate,Child health,4.0,13.0,30.8,percent,10,lower_is_better,False,-20.8
PHC-005,Kuje PHC,Kuje,2025-08,2025-Q3,DROP,Immunisation dropout rate,Child health,,,,percent,10,lower_is_better,,
PHC-005,Kuje PHC,Kuje,2025-09,2025-Q3,DROP,Immunisation dropout rate,Child health,3.0,11.0,27.3,percent,10,lower_is_better,False,-17.3
PHC-005,Kuje PHC,Kuje,2025-10,2025-Q4,DROP,Immunisation dropout rate,Child health,5.0,14.0,35.7,percent,10,lower_is_better,False,-25.7
PHC-005,Kuje PHC,Kuje,2025-11,2025-Q4,DROP,Immunisation dropout rate,Child health,5.0,16.0,31.3,percent,10,lower_is_better,False,-21.3
PHC-005,Kuje PHC,Kuje,2025-12,2025-Q4,DROP,Immunisation dropout rate,Child health,3.0,13.0,23.1,percent,10,lower_is_better,False,-13.1
PHC-005,Kuje PHC,Kuje,2026-01,2026-Q1,DROP,Immunisation dropout rate,Child health,5.0,14.0,35.7,percent,10,lower_is_better,False,-25.7
PHC-005,Kuje PHC,Kuje,2026-02,2026-Q1,DROP,Immunisation dropout rate,Child health,5.0,15.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-005,Kuje PHC,Kuje,2026-03,2026-Q1,DROP,Immunisation dropout rate,Child health,5.0,15.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-005,Kuje PHC,Kuje,2026-04,2026-Q2,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-005,Kuje PHC,Kuje,2026-05,2026-Q2,DROP,Immunisation dropout rate,Child health,4.0,15.0,26.7,percent,10,lower_is_better,False,-16.7
PHC-005,Kuje PHC,Kuje,2026-06,2026-Q2,DROP,Immunisation dropout rate,Child health,3.0,12.0,25.0,percent,10,lower_is_better,False,-15.0
PHC-006,Gaube PHC,Kuje,2024-07,2024-Q3,DROP,Immunisation dropout rate,Child health,2.0,8.0,25.0,percent,10,lower_is_better,False,-15.0
PHC-006,Gaube PHC,Kuje,2024-08,2024-Q3,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2024-09,2024-Q3,DROP,Immunisation dropout rate,Child health,3.0,7.0,42.9,percent,10,lower_is_better,False,-32.9
PHC-006,Gaube PHC,Kuje,2024-10,2024-Q4,DROP,Immunisation dropout rate,Child health,3.0,8.0,37.5,percent,10,lower_is_better,False,-27.5
PHC-006,Gaube PHC,Kuje,2024-11,2024-Q4,DROP,Immunisation dropout rate,Child health,2.0,8.0,25.0,percent,10,lower_is_better,False,-15.0
PHC-006,Gaube PHC,Kuje,2024-12,2024-Q4,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2025-01,2025-Q1,DROP,Immunisation dropout rate,Child health,4.0,9.0,44.4,percent,10,lower_is_better,False,-34.4
PHC-006,Gaube PHC,Kuje,2025-02,2025-Q1,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2025-03,2025-Q1,DROP,Immunisation dropout rate,Child health,3.0,8.0,37.5,percent,10,lower_is_better,False,-27.5
PHC-006,Gaube PHC,Kuje,2025-04,2025-Q2,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2025-05,2025-Q2,DROP,Immunisation dropout rate,Child health,2.0,7.0,28.6,percent,10,lower_is_better,False,-18.6
PHC-006,Gaube PHC,Kuje,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,3.0,8.0,37.5,percent,10,lower_is_better,False,-27.5
PHC-006,Gaube PHC,Kuje,2025-07,2025-Q3,DROP,Immunisation dropout rate,Child health,2.0,7.0,28.6,percent,10,lower_is_better,False,-18.6
PHC-006,Gaube PHC,Kuje,2025-08,2025-Q3,DROP,Immunisation dropout rate,Child health,2.0,7.0,28.6,percent,10,lower_is_better,False,-18.6
PHC-006,Gaube PHC,Kuje,2025-09,2025-Q3,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2025-10,2025-Q4,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2025-11,2025-Q4,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2025-12,2025-Q4,DROP,Immunisation dropout rate,Child health,4.0,9.0,44.4,percent,10,lower_is_better,False,-34.4
PHC-006,Gaube PHC,Kuje,2026-01,2026-Q1,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2026-02,2026-Q1,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2026-03,2026-Q1,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-006,Gaube PHC,Kuje,2026-04,2026-Q2,DROP,Immunisation dropout rate,Child health,3.0,8.0,37.5,percent,10,lower_is_better,False,-27.5
PHC-006,Gaube PHC,Kuje,2026-05,2026-Q2,DROP,Immunisation dropout rate,Child health,2.0,7.0,28.6,percent,10,lower_is_better,False,-18.6
PHC-006,Gaube PHC,Kuje,2026-06,2026-Q2,DROP,Immunisation dropout rate,Child health,4.0,8.0,50.0,percent,10,lower_is_better,False,-40.0
PHC-008,Rubochi PHC,Kuje,2024-07,2024-Q3,DROP,Immunisation dropout rate,Child health,0.0,7.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2024-08,2024-Q3,DROP,Immunisation dropout rate,Child health,1.0,7.0,14.3,percent,10,lower_is_better,False,-4.3
PHC-008,Rubochi PHC,Kuje,2024-09,2024-Q3,DROP,Immunisation dropout rate,Child health,1.0,7.0,14.3,percent,10,lower_is_better,False,-4.3
PHC-008,Rubochi PHC,Kuje,2024-10,2024-Q4,DROP,Immunisation dropout rate,Child health,1.0,7.0,14.3,percent,10,lower_is_better,False,-4.3
PHC-008,Rubochi PHC,Kuje,2024-11,2024-Q4,DROP,Immunisation dropout rate,Child health,0.0,9.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2024-12,2024-Q4,DROP,Immunisation dropout rate,Child health,1.0,8.0,12.5,percent,10,lower_is_better,False,-2.5
PHC-008,Rubochi PHC,Kuje,2025-01,2025-Q1,DROP,Immunisation dropout rate,Child health,0.0,8.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2025-02,2025-Q1,DROP,Immunisation dropout rate,Child health,0.0,7.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2025-03,2025-Q1,DROP,Immunisation dropout rate,Child health,1.0,8.0,12.5,percent,10,lower_is_better,False,-2.5
PHC-008,Rubochi PHC,Kuje,2025-04,2025-Q2,DROP,Immunisation dropout rate,Child health,1.0,10.0,10.0,percent,10,lower_is_better,True,0.0
PHC-008,Rubochi PHC,Kuje,2025-05,2025-Q2,DROP,Immunisation dropout rate,Child health,1.0,9.0,11.1,percent,10,lower_is_better,False,-1.1
PHC-008,Rubochi PHC,Kuje,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,1.0,7.0,14.3,percent,10,lower_is_better,False,-4.3
PHC-008,Rubochi PHC,Kuje,2025-07,2025-Q3,DROP,Immunisation dropout rate,Child health,0.0,6.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2025-08,2025-Q3,DROP,Immunisation dropout rate,Child health,1.0,6.0,16.7,percent,10,lower_is_better,False,-6.7
PHC-008,Rubochi PHC,Kuje,2025-09,2025-Q3,DROP,Immunisation dropout rate,Child health,1.0,8.0,12.5,percent,10,lower_is_better,False,-2.5
PHC-008,Rubochi PHC,Kuje,2025-10,2025-Q4,DROP,Immunisation dropout rate,Child health,0.0,8.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2025-11,2025-Q4,DROP,Immunisation dropout rate,Child health,0.0,8.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2025-12,2025-Q4,DROP,Immunisation dropout rate,Child health,1.0,9.0,11.1,percent,10,lower_is_better,False,-1.1
PHC-008,Rubochi PHC,Kuje,2026-01,2026-Q1,DROP,Immunisation dropout rate,Child health,1.0,9.0,11.1,percent,10,lower_is_better,False,-1.1
PHC-008,Rubochi PHC,Kuje,2026-02,2026-Q1,DROP,Immunisation dropout rate,Child health,0.0,8.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2026-03,2026-Q1,DROP,Immunisation dropout rate,Child health,1.0,9.0,11.1,percent,10,lower_is_better,False,-1.1
PHC-008,Rubochi PHC,Kuje,2026-04,2026-Q2,DROP,Immunisation dropout rate,Child health,0.0,7.0,0.0,percent,10,lower_is_better,True,10.0
PHC-008,Rubochi PHC,Kuje,2026-05,2026-Q2,DROP,Immunisation dropout rate,Child health,1.0,8.0,12.5,percent,10,lower_is_better,False,-2.5
PHC-008,Rubochi PHC,Kuje,2026-06,2026-Q2,DROP,Immunisation dropout rate,Child health,1.0,7.0,14.3,percent,10,lower_is_better,False,-4.3
PHC-009,Bwari PHC,Bwari,2024-07,2024-Q3,DROP,Immunisation dropout rate,Child health,0.0,19.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2024-08,2024-Q3,DROP,Immunisation dropout rate,Child health,1.0,15.0,6.7,percent,10,lower_is_better,True,3.3
PHC-009,Bwari PHC,Bwari,2024-09,2024-Q3,DROP,Immunisation dropout rate,Child health,1.0,22.0,4.5,percent,10,lower_is_better,True,5.5
PHC-009,Bwari PHC,Bwari,2024-10,2024-Q4,DROP,Immunisation dropout rate,Child health,1.0,18.0,5.6,percent,10,lower_is_better,True,4.4
PHC-009,Bwari PHC,Bwari,2024-11,2024-Q4,DROP,Immunisation dropout rate,Child health,0.0,20.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2024-12,2024-Q4,DROP,Immunisation dropout rate,Child health,2.0,23.0,8.7,percent,10,lower_is_better,True,1.3
PHC-009,Bwari PHC,Bwari,2025-01,2025-Q1,DROP,Immunisation dropout rate,Child health,1.0,21.0,4.8,percent,10,lower_is_better,True,5.2
PHC-009,Bwari PHC,Bwari,2025-02,2025-Q1,DROP,Immunisation dropout rate,Child health,0.0,22.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2025-03,2025-Q1,DROP,Immunisation dropout rate,Child health,3.0,20.0,15.0,percent,10,lower_is_better,False,-5.0
PHC-009,Bwari PHC,Bwari,2025-04,2025-Q2,DROP,Immunisation dropout rate,Child health,2.0,23.0,8.7,percent,10,lower_is_better,True,1.3
PHC-009,Bwari PHC,Bwari,2025-05,2025-Q2,DROP,Immunisation dropout rate,Child health,0.0,20.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,0.0,17.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2025-07,2025-Q3,DROP,Immunisation dropout rate,Child health,0.0,18.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2025-08,2025-Q3,DROP,Immunisation dropout rate,Child health,0.0,15.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2025-09,2025-Q3,DROP,Immunisation dropout rate,Child health,0.0,18.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2025-10,2025-Q4,DROP,Immunisation dropout rate,Child health,2.0,19.0,10.5,percent,10,lower_is_better,False,-0.5
PHC-009,Bwari PHC,Bwari,2025-11,2025-Q4,DROP,Immunisation dropout rate,Child health,0.0,24.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2025-12,2025-Q4,DROP,Immunisation dropout rate,Child health,0.0,25.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2026-01,2026-Q1,DROP,Immunisation dropout rate,Child health,1.0,21.0,4.8,percent,10,lower_is_better,True,5.2
PHC-009,Bwari PHC,Bwari,2026-02,2026-Q1,DROP,Immunisation dropout rate,Child health,0.0,25.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2026-03,2026-Q1,DROP,Immunisation dropout rate,Child health,0.0,17.0,0.0,percent,10,lower_is_better,True,10.0
PHC-009,Bwari PHC,Bwari,2026-04,2026-Q2,DROP,Immunisation dropout rate,Child health,2.0,19.0,10.5,percent,10,lower_is_better,False,-0.5
PHC-009,Bwari PHC,Bwari,2026-05,2026-Q2,DROP,Immunisation dropout rate,Child health,1.0,21.0,4.8,percent,10,lower_is_better,True,5.2
PHC-009,Bwari PHC,Bwari,2026-06,2026-Q2,DROP,Immunisation dropout rate,Child health,1.0,17.0,5.9,percent,10,lower_is_better,True,4.1
PHC-010,Ushafa PHC,Bwari,2024-07,2024-Q3,DROP,Immunisation dropout rate,Child health,2.0,9.0,22.2,percent,10,lower_is_better,False,-12.2
PHC-010,Ushafa PHC,Bwari,2024-08,2024-Q3,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-010,Ushafa PHC,Bwari,2024-09,2024-Q3,DROP,Immunisation dropout rate,Child health,2.0,9.0,22.2,percent,10,lower_is_better,False,-12.2
PHC-010,Ushafa PHC,Bwari,2024-10,2024-Q4,DROP,Immunisation dropout rate,Child health,2.0,10.0,20.0,percent,10,lower_is_better,False,-10.0
PHC-010,Ushafa PHC,Bwari,2024-11,2024-Q4,DROP,Immunisation dropout rate,Child health,3.0,10.0,30.0,percent,10,lower_is_better,False,-20.0
PHC-010,Ushafa PHC,Bwari,2024-12,2024-Q4,DROP,Immunisation dropout rate,Child health,2.0,10.0,20.0,percent,10,lower_is_better,False,-10.0
PHC-010,Ushafa PHC,Bwari,2025-01,2025-Q1,DROP,Immunisation dropout rate,Child health,3.0,11.0,27.3,percent,10,lower_is_better,False,-17.3
PHC-010,Ushafa PHC,Bwari,2025-02,2025-Q1,DROP,Immunisation dropout rate,Child health,3.0,10.0,30.0,percent,10,lower_is_better,False,-20.0
PHC-010,Ushafa PHC,Bwari,2025-03,2025-Q1,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-010,Ushafa PHC,Bwari,2025-04,2025-Q2,DROP,Immunisation dropout rate,Child health,4.0,12.0,33.3,percent,10,lower_is_better,False,-23.3
PHC-010,Ushafa PHC,Bwari,2025-05,2025-Q2,DROP,Immunisation dropout rate,Child health,3.0,10.0,30.0,percent,10,lower_is_better,False,-20.0
PHC-010,Ushafa PHC,Bwari,2025-06,2025-Q2,DROP,Immunisation dropout rate,Child health,3.0,9.0,33.3,percent,10,lower_is_better,False,-23.3
